time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001189,0.5110,0.6715,-1.1806,1.451
0.019451,0.5821,0.5858,-0.6962,1.080
0.035360,0.4285,0.7885,-0.0168,0.898
0.055416,1.5122,1.0115,1.7812,2.546
0.085628,-1.4373,-0.2801,1.0284,1.789
0.095620,-1.6221,-0.7177,0.7050,1.909
0.115837,-0.5149,-0.3031,-0.3076,0.672
0.135954,0.6477,0.7125,0.2547,0.996
0.156094,1.1745,0.9209,-0.0035,1.492
0.185020,0.9828,0.8511,-0.3792,1.354
0.196419,0.5935,0.7084,-0.6601,1.136
0.216566,0.1822,0.7027,-0.6692,0.987
0.237423,0.1940,0.6995,-0.5782,0.928
0.256875,0.1250,0.4553,-0.6807,0.828
0.284814,0.1451,0.4664,-0.6209,0.790
0.297099,0.0666,0.4252,-0.3067,0.528
0.317255,-0.2430,0.3479,-0.0266,0.425
0.337390,-0.4198,0.3883,-0.2557,0.626
0.357617,-0.4996,0.4463,-0.5281,0.853
0.384192,-0.6948,-0.6686,1.3607,1.668
0.398284,-1.2177,-1.3670,1.2083,2.194
0.418325,-1.1133,-0.4959,-0.2846,1.252
0.438484,-2.0825,-1.7675,-0.6793,2.815
0.460638,1.1977,1.0632,-0.4553,1.665
0.483796,3.0610,2.5668,0.9208,4.100
0.498803,1.9334,1.1546,1.1543,2.531
0.518875,0.6602,0.7030,0.4624,1.070
0.539447,0.8061,1.7511,-1.5671,2.484
0.559722,0.9209,1.6947,-2.2967,2.999
0.583471,1.1037,1.5313,-1.0733,2.171
0.599893,1.2146,1.0533,1.0016,1.894
0.619894,1.0382,0.9128,1.0185,1.717
0.640199,0.7662,0.4627,0.7388,1.161
0.660324,0.3383,0.4632,0.3955,0.697
0.682856,0.1364,0.5206,0.3061,0.619
0.700564,0.2072,0.6849,0.0917,0.721
0.720746,0.3071,1.2085,-1.2080,1.736
0.740957,0.2956,1.3747,-2.6517,3.001
0.762615,0.6304,1.7985,-3.3958,3.894
0.791917,-0.5217,0.2843,-1.7451,1.843
0.807120,-0.4863,0.1130,-0.3675,0.620
0.822980,-0.6328,0.1846,0.0103,0.659
0.849419,0.0997,0.2955,-1.0089,1.056
0.863789,0.6200,0.4678,-2.0206,2.165
0.886618,0.1772,-0.4631,-1.4609,1.543
0.904215,0.5604,-0.2256,-1.3179,1.450
0.924961,0.3236,0.7874,-2.0437,2.214
0.945776,0.3446,1.0077,-2.7444,2.944
0.965775,0.3715,0.9383,-2.9744,3.141
0.989886,0.4626,0.7353,-2.2813,2.441
1.008217,0.7576,0.8149,-1.6375,1.980
1.026726,0.9839,1.0450,-0.3578,1.479
1.046934,1.0730,0.8053,1.1190,1.747
1.067495,1.0502,0.2930,2.4948,2.723
1.096710,0.9492,-1.2718,2.7765,3.198
1.107988,0.8245,-1.5364,2.5270,3.070
1.128819,0.7621,0.2410,1.3394,1.560
1.148976,-0.3191,0.5524,0.2214,0.675
1.170114,-1.0328,0.0798,1.4091,1.749
1.200913,-1.1250,-0.4350,2.4154,2.700
1.221121,-0.9060,-0.1175,1.5467,1.796
1.230246,-0.8411,-0.1935,1.4407,1.679
1.250854,-0.5245,-0.3874,1.8941,2.003
1.271014,-0.3648,-0.2650,2.4069,2.449
1.295659,-0.0737,0.4440,1.3477,1.421
1.311668,-0.1974,0.6256,0.0203,0.656
1.332218,-0.4763,0.6301,-1.8344,1.997
1.352493,-0.0561,0.5762,-2.9956,3.051
1.372975,0.2312,0.5052,-3.1388,3.188
1.395134,-0.0032,0.8158,-3.0943,3.200
1.413639,0.1201,0.8525,-2.4174,2.566
1.433742,-0.1443,0.8058,-1.6276,1.822
1.454006,-0.4818,0.9320,-1.3919,1.743
1.474478,0.0757,1.0676,-1.1181,1.548
1.495046,0.5815,1.1853,-0.9439,1.623
1.514669,-0.0800,0.8139,-0.1385,0.829
1.535307,-0.2566,0.5411,1.3153,1.445
1.555940,-0.3406,0.3426,2.2373,2.289
1.579610,-0.2272,0.1070,2.3442,2.358
1.596118,0.1498,0.1500,1.5659,1.580
1.618233,0.5082,1.0510,0.2842,1.201
1.636468,0.3084,1.8625,-0.7783,2.042
1.656851,-0.2212,-0.1280,0.8369,0.875
1.677103,1.1697,-0.7103,2.7455,3.068
1.716838,0.7439,0.4456,1.4678,1.705
1.734470,0.6302,0.6448,0.6645,1.120
1.745156,0.5329,0.5249,0.3169,0.812
1.761525,0.1529,0.1059,0.1252,0.224
1.778351,0.5156,-0.3963,0.7508,0.993
1.817968,0.6385,0.3972,0.0436,0.753
1.834985,0.4032,0.5561,-1.1240,1.317
1.844815,0.1789,0.5501,-2.0407,2.121
1.861333,0.0498,0.4756,-3.1099,3.146
1.879771,0.9365,0.6953,-3.4481,3.640
1.915309,1.2296,1.0082,-3.3784,3.734
1.933864,0.9041,0.5889,-3.4245,3.590
1.944300,0.8068,0.3349,-3.2175,3.334
1.960841,0.5628,0.1165,-2.4711,2.537
1.981197,0.3587,0.0479,-1.1463,1.202
2.016976,0.8403,-0.3150,0.3462,0.962
2.035065,0.3849,-0.8305,1.7130,1.942
2.043753,0.5661,-0.7257,2.2045,2.389
2.062124,0.7789,-0.9612,1.9230,2.287
2.082353,0.5463,0.5642,0.7779,1.105
2.116092,-1.5648,0.2877,-0.5667,1.689
2.131900,-1.2491,-0.4153,2.9801,3.258
2.143748,-0.7155,-0.6119,4.6042,4.700
2.163770,-0.2214,-0.3093,5.8444,5.857
2.198033,-1.0328,-0.3933,4.2500,4.391
2.214332,-1.0300,-0.4042,2.9878,3.186
2.226944,-0.4150,-0.1444,1.2838,1.357
2.244554,0.6517,0.0785,-0.6877,0.951
2.265201,1.1736,0.5362,-2.6832,2.977
2.298832,0.0755,0.6973,-3.7306,3.796
2.321092,0.7624,0.7036,-4.0689,4.199
2.327688,0.6366,0.7960,-4.1589,4.282
2.346750,-0.3729,0.8807,-4.1823,4.290
2.366433,-0.6052,0.5693,-3.1535,3.261
2.397339,-0.2586,-0.6657,-1.1666,1.368
2.412919,-0.0457,-1.1690,-0.0942,1.174
2.427104,0.0710,-1.4019,0.9741,1.709
2.447615,0.2656,-0.9531,1.4773,1.778
2.468385,0.4295,-0.9239,0.0613,1.021
2.497376,0.8316,0.1535,-1.1516,1.429
2.514992,1.1125,3.3260,-2.0441,4.059
2.530315,-0.5361,2.8790,-2.2768,3.709
2.549594,0.5679,0.1922,0.9676,1.138
2.570434,0.9476,-0.8790,5.1553,5.315
2.596696,0.3744,-0.8030,7.1927,7.247
2.615171,0.6699,-0.6045,5.9945,6.062
2.631214,0.3766,-0.0557,3.3812,3.403
2.651778,-0.6160,-0.4221,0.9896,1.240
2.672795,-1.6835,-0.4766,-0.8817,1.959
2.692660,-0.9168,0.1355,-2.6384,2.796
2.713976,0.2740,0.6180,-3.6761,3.738
2.733964,0.4586,0.6193,-3.5151,3.599
2.754652,0.7794,0.5654,-2.8131,2.973
2.775349,1.2757,0.4128,-2.5724,2.901
2.814111,0.7093,0.1440,-2.2596,2.373
2.838083,0.5385,-0.2493,-1.5045,1.617
2.839732,0.5565,-0.2060,-1.4101,1.530
2.857665,0.6836,-0.0335,-1.3238,1.490
2.876333,1.0155,-0.0759,-1.1989,1.573
2.914760,0.6226,-0.0595,1.0708,1.240
2.940286,1.0671,0.3762,1.3121,1.733
2.940565,1.0671,0.3762,1.3121,1.733
2.957788,1.2332,1.1408,0.7095,1.824
2.978559,1.0581,2.9226,0.1002,3.110
3.013778,-0.7287,-1.1204,6.6130,6.747
3.038475,-0.8839,-1.5595,8.9181,9.096
3.057304,-0.5672,0.0848,6.0446,6.072
3.073795,-0.1731,0.8801,3.1233,3.250
3.089888,0.1381,1.0158,0.0909,1.029
3.106427,-0.6280,0.3875,-0.8902,1.156
3.128106,-0.7062,-0.3268,-0.9524,1.230
3.143794,-0.1672,-0.3570,-1.1249,1.192
3.161234,0.5023,-0.2192,-2.0833,2.154
3.181627,0.6065,-0.3420,-3.3875,3.458
3.214453,0.1635,-0.4102,-4.5601,4.581
3.236496,0.0918,-0.2414,-3.8387,3.847
3.242433,0.1398,-0.2430,-3.5612,3.572
3.262875,0.5684,-0.3085,-2.5354,2.617
3.284012,0.6913,-0.5596,-2.2796,2.447
3.310657,0.4715,-0.2582,-2.4877,2.545
3.328021,0.8127,0.7182,-2.9181,3.113
3.344227,0.3825,1.1106,-3.3709,3.570
3.364535,-0.4979,0.4983,-2.3310,2.435
3.384946,-0.8106,0.5073,-0.9061,1.317
3.410446,-0.5288,0.4735,1.9939,2.116
3.426422,-0.4830,0.0172,3.9579,3.987
3.446025,-0.6811,0.0100,4.7671,4.815
3.466479,-0.0728,2.5883,2.9560,3.930
3.486992,-0.1652,1.3237,1.8314,2.266
3.524689,1.6074,-0.2833,4.3314,4.629
3.547647,1.6766,-0.1014,4.5188,4.821
3.548206,1.7532,0.0547,4.3989,4.736
3.568830,1.5745,0.6549,3.8827,4.241
3.608546,0.0585,0.7467,0.1719,0.768
3.610018,0.0925,0.6558,-0.3404,0.745
3.631896,0.4848,0.1608,-2.4646,2.517
3.650196,0.2451,0.3963,-3.4228,3.454
3.671028,0.1542,0.7297,-3.1838,3.270
3.691068,0.1035,0.7542,-2.8143,2.915
3.725457,0.8565,0.5586,-3.3615,3.514
3.745123,0.7439,0.6992,-3.7812,3.917
3.752980,0.6052,0.5557,-3.9034,3.989
3.772235,0.4626,0.1699,-3.6035,3.637
3.792381,0.2452,-0.2104,-2.3459,2.368
3.812870,0.2146,-0.1450,-1.0768,1.107
3.832883,0.5793,0.3355,-0.8427,1.076
3.853593,0.7556,0.2253,-0.5024,0.935
3.873702,0.8803,-0.1540,0.7506,1.167
3.906220,1.7379,-0.0714,0.9820,1.997
3.923006,1.1332,-0.4033,0.8985,1.501
3.935582,0.6742,-0.4633,1.1360,1.400
3.954933,0.5166,0.9641,1.3059,1.703
3.975074,-0.2784,1.1332,1.3444,1.780
4.008012,-0.4647,0.6390,3.1011,3.200
4.029255,0.5910,0.7845,3.7971,3.922
4.035418,0.5972,0.7286,3.8274,3.942
4.056202,-0.0689,-0.0476,4.0280,4.029
4.079438,-0.1441,-0.5804,4.2210,4.263
4.104653,0.2646,0.5644,2.2472,2.332
4.121608,0.1839,1.3785,0.2674,1.416
4.139117,0.0901,1.9805,-1.8158,2.688
4.159222,-0.0697,1.6404,-3.1213,3.527
4.180038,-0.0976,1.5754,-2.9940,3.385
4.206339,0.5238,1.6385,-2.8318,3.313
4.227199,0.3211,1.2475,-2.8940,3.168
4.240037,-0.0532,1.1683,-2.7803,3.016
4.260093,-0.0988,0.9723,-2.3392,2.535
4.281090,0.3952,0.7410,-1.5321,1.747
4.305258,0.3545,0.5775,-0.6238,0.921
4.321435,0.6267,0.2754,-0.3842,0.785
4.341821,0.6478,-0.4866,0.1915,0.833
4.361934,0.1248,-0.1592,0.3198,0.378
4.382552,-0.0236,0.3416,-0.2100,0.402
4.422694,0.1937,0.0442,-0.2384,0.310
4.423672,0.1937,0.0442,-0.2384,0.310
4.442879,1.0783,1.4238,-0.3357,1.817
4.464033,0.9448,1.3392,-0.2732,1.662
4.484001,0.8482,-0.2509,1.5250,1.763
4.521333,1.0415,-0.0131,4.4381,4.559
4.547947,0.9892,0.0868,2.9795,3.141
4.548471,0.9892,0.0868,2.9795,3.141
4.567602,1.0569,0.2296,1.4129,1.779
4.585848,0.9396,0.2546,0.5856,1.136
4.620851,0.2374,0.3095,-1.5756,1.623
4.642311,0.1062,0.6790,-2.5823,2.672
4.648817,0.2216,0.7912,-2.8792,2.994
4.666892,0.4350,1.1422,-3.7285,3.924
4.687483,0.4139,1.2390,-4.1252,4.327
4.720935,0.9666,1.2140,-3.4547,3.787
4.737745,0.9959,0.6119,-2.5511,2.806
4.748642,1.2109,0.3422,-1.9466,2.318
4.768783,1.0386,0.0005,-0.2739,1.074
4.788756,1.0466,-0.2336,0.9689,1.445
4.820276,1.2943,-0.0040,0.8403,1.543
4.842111,0.8211,0.3212,0.3521,0.949
4.849404,0.7161,0.3424,0.3656,0.874
4.869810,0.3785,0.2812,0.7411,0.878
4.890538,0.3403,1.3408,0.2018,1.398
4.918794,-1.2416,-0.1927,0.1886,1.271
4.941004,-1.1335,-0.1929,2.5831,2.827
4.951242,-1.0073,0.2505,3.4278,3.582
4.971743,-1.3538,0.1616,4.3778,4.585
4.992894,-1.1881,-1.3413,4.8374,5.159
5.018727,-0.3106,-0.8576,5.5174,5.592
5.038310,-0.0551,0.1486,3.7082,3.712
5.052919,0.0331,1.0420,1.4263,1.767
5.073718,0.0141,1.7883,-1.1326,2.117
5.094234,0.4919,1.3685,-2.9366,3.277
5.118828,-0.0921,1.6898,-2.9558,3.406
5.138025,-0.1213,1.7348,-2.4841,3.032
5.155184,0.0527,1.1275,-2.8623,3.077
5.175672,0.0438,0.7357,-2.9178,3.009
5.195481,0.1569,0.7187,-2.3710,2.483
5.234677,0.4227,0.7283,-0.9914,1.301
5.256225,0.3875,0.2457,-1.1012,1.193
5.256804,0.3875,0.2457,-1.1012,1.193
5.277934,0.2340,-0.1673,-1.0548,1.093
5.297410,-0.0656,-0.7045,-0.8495,1.106
5.335446,0.5051,-0.9490,0.5202,1.194
5.353275,0.8838,0.7430,0.3312,1.201
5.374796,-0.2316,0.9700,-0.2293,1.023
5.397349,1.1845,-0.3007,2.1894,2.507
5.418677,1.2586,-0.0380,4.4570,4.631
