time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005633,-0.2270,-0.3028,-0.0592,0.383
0.007262,-0.2127,-0.3108,0.0083,0.377
0.019490,-0.2185,-0.3453,0.1527,0.436
0.021470,-0.2293,-0.3580,0.2561,0.496
0.036125,-0.2180,-0.4357,0.5558,0.739
0.037645,-0.2180,-0.4357,0.5558,0.739
0.057049,-0.1137,-0.3363,0.7280,0.810
0.058454,-0.1137,-0.3363,0.7280,0.810
0.083694,0.0374,-0.4107,0.1778,0.449
0.085561,0.0003,-0.4679,0.1201,0.483
0.093883,-0.0261,-0.4833,0.0623,0.488
0.094405,-0.0261,-0.4833,0.0623,0.488
0.100873,-0.0858,-0.4934,-0.0564,0.504
0.101578,-0.0858,-0.4934,-0.0564,0.504
0.143766,-0.2988,-0.2640,0.4157,0.576
0.144017,-0.2988,-0.2640,0.4157,0.576
0.145181,-0.2786,-0.2971,0.5675,0.699
0.145384,-0.2786,-0.2971,0.5675,0.699
0.158861,-0.0786,-0.4289,0.4953,0.660
0.159193,-0.0786,-0.4289,0.4953,0.660
0.179453,-0.2023,-0.6948,0.1515,0.739
0.180129,-0.2616,-0.7159,0.0611,0.765
0.206494,0.0017,-0.4447,-0.1862,0.482
0.207110,0.0017,-0.4447,-0.1862,0.482
0.224652,-0.1524,-0.5406,-0.0827,0.568
0.225349,-0.0285,-0.6011,-0.0105,0.602
0.252473,0.2659,-0.7411,-0.0238,0.788
0.253313,0.2659,-0.7411,-0.0238,0.788
0.267053,-0.1783,-0.8134,0.0130,0.833
0.268496,-0.1783,-0.8134,0.0130,0.833
0.295113,-0.0160,-0.4662,-0.1605,0.493
0.296042,-0.0160,-0.4662,-0.1605,0.493
0.305981,-0.1937,-0.3211,-0.3715,0.528
0.307275,-0.1937,-0.3211,-0.3715,0.528
0.322169,-0.2221,-0.2753,-0.0368,0.356
0.323340,-0.2221,-0.2753,-0.0368,0.356
0.351116,-0.0188,-0.5157,0.0925,0.524
0.352450,-0.0333,-0.5471,0.0542,0.551
0.363138,-0.0350,-0.5381,-0.0773,0.545
0.364866,-0.0365,-0.5139,-0.1420,0.534
0.384435,-0.0900,-0.5527,-0.2917,0.631
0.386680,-0.0997,-0.5385,-0.3069,0.628
0.410412,-0.0394,-0.4893,-0.1496,0.513
0.411690,-0.0403,-0.4725,-0.1130,0.487
0.432477,-0.1661,-0.5155,-0.0801,0.547
0.433034,-0.1661,-0.5155,-0.0801,0.547
0.445771,-0.2884,-0.3954,-0.0242,0.490
0.446927,-0.2884,-0.3954,-0.0242,0.490
0.464949,-0.3508,-0.2997,0.2870,0.543
0.478157,-0.3184,-0.3015,0.4713,0.644
0.488964,-0.3015,-0.3502,0.5895,0.749
0.489902,-0.2777,-0.4097,0.6011,0.779
0.512017,-0.1134,-0.7107,0.5641,0.914
0.512745,-0.1134,-0.7107,0.5641,0.914
0.528249,0.1074,-0.8945,0.2351,0.931
0.529136,0.1407,-0.9507,0.0763,0.964
0.545384,0.1127,-0.9163,-0.4027,1.007
0.555673,0.0549,-0.7985,-0.6616,1.038
0.566759,-0.0067,-0.6943,-0.6345,0.941
0.567685,-0.0067,-0.6943,-0.6345,0.941
0.600850,0.0737,-0.4605,-0.0197,0.467
0.601706,0.0737,-0.4605,-0.0197,0.467
0.619498,0.0143,-0.3859,0.1402,0.411
0.620281,0.0143,-0.3859,0.1402,0.411
0.632891,-0.1045,-0.4427,0.2446,0.517
0.633939,-0.1762,-0.4578,0.2731,0.561
0.646957,-0.1582,-0.4474,0.2921,0.557
0.655286,-0.1127,-0.4023,0.2471,0.485
0.667174,-0.1224,-0.4264,0.2048,0.489
0.677006,-0.1324,-0.4660,0.1029,0.495
0.688251,-0.0766,-0.4988,0.0106,0.505
0.689037,-0.0626,-0.5354,0.0015,0.539
0.710925,-0.0430,-0.5890,-0.0881,0.597
0.711720,-0.0430,-0.5890,-0.0881,0.597
0.728334,-0.0122,-0.5478,-0.2342,0.596
0.742034,-0.1300,-0.5404,-0.1660,0.580
0.754563,-0.1938,-0.5333,-0.0195,0.568
0.755382,-0.1938,-0.5333,-0.0195,0.568
