time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003215,-0.2938,0.2165,-0.6543,0.749
0.012495,-0.1703,0.3819,0.1304,0.438
0.037877,0.2097,0.3463,0.5937,0.719
0.046569,0.3127,0.1790,0.4321,0.563
0.065729,0.3568,0.1285,0.4068,0.556
0.089609,-0.0238,0.2222,0.3018,0.376
0.116486,0.1575,0.2024,0.4192,0.491
0.125665,0.1552,0.2183,0.4641,0.536
0.145535,0.2921,0.2387,0.3562,0.519
0.166250,0.1589,0.1985,0.0444,0.258
0.202678,0.0997,0.1229,0.0805,0.178
0.228126,-0.0264,0.2276,-0.0090,0.229
0.236360,-0.0118,0.1793,-0.0342,0.183
0.247882,0.0516,0.1224,-0.1049,0.169
0.268585,-0.0211,0.0891,-0.2487,0.265
0.292450,-0.1838,0.0817,-0.4008,0.448
0.313454,-0.1506,0.2182,0.0147,0.265
0.336210,-0.0315,-0.0041,0.1881,0.191
0.350110,-0.0705,-0.0683,-0.0672,0.119
0.370196,-0.3443,0.0020,-0.4667,0.580
0.398196,-0.2289,0.2778,-0.0394,0.362
0.412413,-0.0167,0.1161,0.5309,0.544
0.435204,0.0868,0.2422,1.0076,1.040
0.453935,0.0845,0.2252,0.7418,0.780
0.481527,-0.2426,-0.1645,-0.8931,0.940
0.502704,-0.4285,0.1779,-0.5674,0.733
0.517337,-0.3375,0.3279,-0.2058,0.514
0.535776,-0.2108,0.3771,-0.1800,0.468
0.557375,-0.1822,0.2199,-0.0749,0.295
0.585597,0.1019,0.1276,0.1287,0.208
0.596171,0.0679,0.1751,0.1931,0.269
0.616478,-0.1360,0.3942,0.6483,0.771
0.636019,0.0906,0.7466,1.0720,1.310
0.656184,0.2805,0.1944,0.7674,0.840
0.686040,-0.1733,-0.1013,-1.4041,1.418
0.697093,-0.2640,0.0377,-1.7978,1.817
0.719228,-0.3906,0.1505,-1.4330,1.493
0.737649,-0.2546,0.8229,0.1997,0.884
0.758177,-0.2985,0.6067,1.5655,1.705
0.785183,0.0438,0.2622,0.6721,0.723
0.798967,0.1260,0.1887,-0.0843,0.242
0.822333,-0.1239,0.1233,-0.2417,0.298
0.839346,0.0479,0.3600,-0.3548,0.508
0.859348,0.1514,0.1251,0.0666,0.207
0.879499,0.4375,-0.2094,0.1047,0.496
0.904160,0.6382,-0.2121,0.2480,0.717
0.919976,0.5046,-0.2547,0.0387,0.567
0.940252,0.1551,0.0088,-0.1191,0.196
0.960240,-0.1883,0.3515,-0.3291,0.517
0.980739,-0.2676,0.4996,-0.5409,0.783
1.007410,-0.4216,0.5066,-0.2716,0.713
1.021254,-0.4444,0.5183,-0.2934,0.743
1.041042,-0.5011,0.6023,-0.3603,0.862
1.061882,-0.2098,0.5737,-0.5322,0.810
1.081616,-0.0888,0.5216,-0.4797,0.714
1.101748,-0.0949,0.3432,-0.6031,0.700
1.122313,-0.0933,0.2805,0.0492,0.300
1.142326,-0.2199,0.2923,0.1469,0.394
1.163041,-0.1278,0.3858,-0.1522,0.434
1.183834,-0.0240,0.6737,-0.1952,0.702
1.213099,0.0225,0.7409,0.0984,0.748
1.223631,0.1699,0.6086,0.0896,0.638
1.243735,0.1145,0.4193,-0.0741,0.441
1.263967,0.2157,0.4500,0.0342,0.500
1.292821,0.3609,0.5000,-0.0971,0.624
1.315510,0.0911,0.7226,0.3628,0.814
1.324108,0.1538,0.8373,0.3478,0.920
1.344563,0.0064,0.9643,0.2830,1.005
1.365992,0.1957,0.9815,-0.2759,1.038
1.391395,0.0186,0.9545,-0.7936,1.241
1.411822,0.2079,1.1117,-0.6055,1.283
1.425113,0.1656,1.0748,-0.6865,1.286
1.445351,0.1183,1.0528,-0.7242,1.283
1.465545,0.2898,1.0384,-0.2623,1.109
1.486458,0.3256,0.8750,0.0415,0.935
1.507134,0.2959,0.8025,0.1471,0.868
1.525869,0.4335,0.5972,0.0923,0.744
1.546066,0.5316,0.2943,0.1782,0.633
1.566778,0.3426,0.3406,0.5344,0.720
1.586344,0.4968,0.5829,1.1481,1.380
1.606553,0.2664,0.3534,0.9386,1.038
1.626729,0.2819,0.3213,0.5954,0.733
1.646697,0.1216,0.2001,0.8409,0.873
1.666748,0.2297,0.0348,0.9066,0.936
1.702187,0.0771,0.4781,0.3284,0.585
1.717841,-0.1494,-0.0121,0.3158,0.350
1.734622,0.1110,-0.1370,0.4105,0.447
1.750575,-0.0757,0.0628,0.4522,0.463
1.768114,-0.2636,-0.1586,0.5225,0.606
1.801613,-0.0546,-0.6438,0.6350,0.906
1.817104,-0.1625,-0.4062,0.4681,0.641
1.833535,-0.2347,-0.1637,0.0293,0.288
1.850297,-0.3745,-0.2059,-0.3201,0.534
1.868614,-0.4712,-0.0248,-0.3649,0.596
1.907653,-0.5154,-0.2384,-1.2702,1.391
1.924939,-0.5318,-0.5259,-1.4012,1.588
1.933178,-0.3083,-0.7246,-1.1946,1.431
1.950132,0.1089,-0.9827,-0.5056,1.111
1.969817,0.4366,-0.8691,0.0820,0.976
2.008202,0.3019,-0.3155,0.2907,0.525
2.027345,0.0794,0.0307,-0.2980,0.310
2.033703,0.0664,0.1033,-0.4584,0.475
2.050614,0.0835,0.1861,-1.2594,1.276
2.070398,-0.0846,0.1927,-1.9184,1.930
2.105480,-0.1185,0.5350,-1.4408,1.541
2.129169,-0.1943,0.4933,-1.1318,1.250
2.133536,-0.2162,0.4727,-1.0768,1.196
2.151522,-0.2213,0.5121,-0.8000,0.975
2.171173,-0.5447,0.6635,-0.5653,1.028
2.204561,-0.5384,0.6899,-0.1375,0.886
2.228260,-0.2994,0.7536,-0.0757,0.814
2.233078,-0.2510,0.7881,-0.0984,0.833
2.253046,-0.2239,0.9112,0.2401,0.968
2.272902,-0.0748,1.0234,0.6147,1.196
2.303510,-0.1188,1.0692,0.6259,1.245
2.330719,-0.3583,0.8798,0.1868,0.968
2.350594,-0.5117,0.6370,0.3266,0.880
2.365992,-0.6033,0.5209,0.7556,1.098
2.382534,-0.6138,0.4689,1.3362,1.543
2.399808,-0.5234,0.5440,1.7748,1.929
2.419767,-0.3779,0.3748,1.4062,1.504
2.439794,0.2338,0.9038,0.3318,0.991
2.455031,0.4613,1.4350,-0.9099,1.761
2.484700,0.9861,-0.1566,0.3071,1.045
2.506056,0.7256,-0.7396,2.1906,2.423
2.515879,0.5173,-1.3616,3.4144,3.712
2.536887,1.1345,-1.8271,4.7016,5.170
2.556960,1.0669,-1.3335,2.7430,3.231
2.586709,0.2453,-1.0135,-0.8510,1.346
2.613202,-0.2479,-0.7845,-1.4645,1.680
2.631813,0.2963,-0.2976,-1.3526,1.416
2.648409,0.5259,-0.1553,-1.6300,1.720
2.664945,0.7935,-0.4454,-1.8811,2.090
2.681679,0.8452,-0.5664,-1.6349,1.926
2.703807,0.5061,-0.5990,-0.9260,1.213
2.726589,-0.0059,-0.5829,-0.2083,0.619
2.739545,-0.0876,-0.4400,-0.0469,0.451
2.760958,-0.0720,-0.3009,-0.1827,0.359
2.787707,-0.0566,-0.1541,-0.8086,0.825
2.816729,-0.2131,0.0824,-1.2813,1.302
2.830978,-0.0068,0.2496,-1.3955,1.418
2.846787,-0.0144,0.2408,-1.6374,1.655
2.863535,0.0362,0.2014,-1.6461,1.659
2.903847,0.1229,0.0977,-0.5800,0.601
2.904925,0.1229,0.0977,-0.5800,0.601
2.924022,0.1707,0.2042,-0.5275,0.591
2.942799,0.0111,0.3212,-0.6364,0.713
2.963209,-0.0474,0.2633,-0.2671,0.378
3.001707,-0.2832,-0.0737,1.5068,1.535
3.026794,0.4903,-0.0043,1.9133,1.975
3.027291,0.5192,0.1205,1.7833,1.861
3.046186,0.1605,-0.1098,1.6170,1.629
3.065319,-0.1526,-0.8462,2.2642,2.422
3.103094,-0.2103,-1.0364,4.1221,4.256
3.130484,-0.1539,-0.8469,2.1948,2.358
3.130764,-0.1539,-0.8469,2.1948,2.358
3.145972,-0.4695,-0.5556,0.3109,0.791
3.166931,-0.6288,-0.1249,-1.7139,1.830
3.200470,-1.0715,0.0049,-2.3509,2.584
3.231806,-0.6374,0.1508,-0.7587,1.002
3.238886,-0.5174,-0.0441,-0.6844,0.859
3.247486,-0.6691,-0.3637,-0.7224,1.050
3.268696,-0.8398,-1.2156,-0.7032,1.636
3.298476,0.1505,-1.2152,0.6017,1.364
3.322422,0.1995,-0.4926,0.9990,1.132
3.330137,0.0794,-0.4041,0.7827,0.884
3.350383,-0.2205,-0.2719,-0.6514,0.740
3.370355,-0.3339,-0.2060,-2.2088,2.243
3.394585,-0.4443,0.1339,-2.8665,2.904
3.413950,-0.5912,0.4137,-2.6443,2.741
3.431190,-0.5282,0.3994,-2.1554,2.255
3.451134,-0.5348,0.4363,-1.3887,1.551
3.471331,-0.5511,0.4150,-0.5100,0.858
3.494657,-0.4781,0.3155,0.1866,0.602
3.511954,-0.4999,0.3857,0.6897,0.935
3.532039,-0.4192,0.7234,1.0147,1.315
3.552664,-0.5182,0.6987,1.0092,1.332
3.572678,-0.5100,0.6901,0.9157,1.255
3.594548,-0.3131,0.4570,0.8659,1.028
3.613397,-0.5228,-0.0207,1.2358,1.342
3.633022,-0.2667,0.1637,2.2584,2.280
3.653195,0.0300,1.0326,2.2019,2.432
3.672993,-0.1782,0.3732,1.0951,1.171
3.698643,0.0886,-0.1909,1.3158,1.333
3.726345,0.7425,-0.9870,2.9362,3.185
3.743642,1.0866,-0.7468,2.9697,3.249
3.760115,0.8321,-0.6521,2.1144,2.364
3.777038,0.2673,-0.7077,0.1682,0.775
3.811958,0.0282,-0.5310,-2.0515,2.119
3.828746,0.1650,-0.3539,-1.9965,2.034
3.842438,0.2769,-0.2805,-1.8535,1.895
3.859315,0.3424,-0.4209,-1.7282,1.811
3.875769,0.5339,-0.8195,-1.5883,1.865
3.920691,0.5331,-0.8827,-0.2031,1.051
3.922105,0.4568,-0.8033,-0.0712,0.927
3.954480,0.1252,-0.1246,-0.1216,0.214
3.960584,0.0937,-0.0520,-0.3065,0.325
3.977642,-0.0188,0.1226,-1.1964,1.203
4.015267,-0.1203,0.3086,-1.8500,1.879
4.043218,0.1831,0.5006,-1.3695,1.470
4.048418,0.2020,0.5140,-1.2784,1.393
4.059181,0.2132,0.5531,-1.0961,1.246
4.079497,0.2068,0.5636,-0.8465,1.038
4.118747,0.3745,0.4121,-0.1493,0.576
4.142538,0.0582,0.5568,0.2749,0.624
