time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004208,0.2090,0.3414,-0.2684,0.482
0.012258,0.2533,0.3303,-0.2321,0.477
0.037659,0.1566,0.2471,-0.3326,0.443
0.045886,0.1161,0.2470,-0.3329,0.431
0.072556,0.0447,0.5014,-0.2661,0.569
0.108824,0.3867,0.2797,-0.1042,0.488
0.113647,0.5519,0.2745,-0.0245,0.617
0.122320,0.5636,0.3273,0.0483,0.653
0.152069,-0.1937,0.4502,0.1424,0.510
0.161554,0.1009,0.5044,-0.0154,0.515
0.199808,0.0741,0.7982,0.1200,0.811
0.214451,0.2260,0.7743,0.1284,0.817
0.242371,0.4977,0.3424,-0.3010,0.675
0.251071,0.4258,0.4216,-0.2625,0.654
0.262977,0.0332,0.7565,-0.0036,0.757
0.292596,-0.2282,1.1240,0.5330,1.265
0.304419,0.1122,0.8576,0.6103,1.059
0.324258,1.0734,0.3244,0.3726,1.182
0.349075,1.2851,0.1443,0.5837,1.419
0.416374,0.4658,0.2585,-0.0247,0.533
0.418402,0.4332,0.2078,0.1194,0.495
0.419381,0.4332,0.2078,0.1194,0.495
0.431564,0.4292,0.1412,0.4200,0.617
0.456872,0.4141,0.2710,0.0960,0.504
0.476867,-0.0082,0.3490,-0.0435,0.352
0.487039,0.2166,0.5515,0.0357,0.594
0.507664,-0.8431,0.3633,0.1920,0.938
0.527704,-0.4067,0.4456,-0.0510,0.605
0.552330,0.5694,0.4548,-0.3322,0.801
0.635486,0.5548,0.8147,-0.2147,1.009
0.637471,0.5424,0.8856,-0.3842,1.107
0.638791,0.5424,0.8856,-0.3842,1.107
0.640038,0.5424,0.8856,-0.3842,1.107
0.650316,0.5465,0.9494,-0.7448,1.325
0.670615,0.6323,0.9054,-0.9748,1.473
0.699581,0.8582,1.0012,-0.3740,1.371
0.710954,0.0071,1.0064,0.2145,1.029
0.731465,-0.2226,0.4164,0.1927,0.510
0.761563,-0.0352,1.0074,-0.9619,1.393
0.841100,-0.5393,1.3706,-0.5052,1.557
0.841902,-0.5393,1.3706,-0.5052,1.557
0.842362,-0.5393,1.3706,-0.5052,1.557
0.842808,-0.5393,1.3706,-0.5052,1.557
0.857422,-0.3563,1.1507,-0.3557,1.256
0.875620,-0.0856,0.8599,0.1993,0.887
0.920538,0.4872,0.8748,0.7115,1.228
0.922301,0.4753,0.9688,0.6319,1.251
0.935586,0.3621,1.1045,0.4444,1.244
0.955107,0.5633,1.2278,-0.4033,1.410
0.975557,0.5109,1.4621,-1.2593,1.996
0.995893,0.3668,1.7022,-1.6771,2.418
1.016663,0.1231,1.6878,-1.2213,2.087
1.036619,-0.0819,1.7130,-0.5328,1.796
1.063349,-0.3899,1.8540,-0.1507,1.901
1.122282,-0.4779,1.0557,0.8619,1.444
1.123900,-0.4779,1.0557,0.8619,1.444
1.125470,-0.4044,0.9918,1.0850,1.525
1.138437,-0.2374,0.8855,1.3879,1.663
1.158882,-0.0444,0.8810,1.3873,1.644
1.179066,0.1330,1.0008,1.0036,1.424
1.199657,0.3035,1.0436,0.4734,1.185
1.219754,0.5011,0.9789,0.7042,1.306
1.251932,0.9997,1.2230,1.6792,2.305
1.303408,0.5949,0.6253,1.2078,1.484
1.305368,0.4303,0.3922,1.5891,1.692
1.306386,0.4303,0.3922,1.5891,1.692
1.321749,-0.0996,-0.4329,2.9704,3.003
1.349823,-0.1750,-1.6578,4.1386,4.462
1.373296,0.9714,-1.2470,1.7033,2.324
1.382168,1.1992,-1.0361,0.9853,1.866
1.402486,1.4887,-0.4280,-1.3095,2.028
1.423526,0.9988,-0.4725,-2.0157,2.299
1.458207,0.7925,-0.5193,-2.1741,2.372
1.514335,0.2043,-0.4955,-1.6820,1.765
1.514658,0.2043,-0.4955,-1.6820,1.765
1.514844,0.2043,-0.4955,-1.6820,1.765
1.523928,0.1143,-0.3607,-1.3469,1.399
1.556826,0.1246,0.1148,-1.2979,1.309
1.578403,0.5718,0.1311,-1.7906,1.884
1.584954,0.6248,0.1893,-1.8089,1.923
1.605705,0.6978,0.4352,-1.3607,1.590
1.625827,0.7632,0.3926,-0.5502,1.019
1.658545,0.0181,-0.5296,0.7099,0.886
1.713491,0.0785,-0.9057,3.5304,3.646
1.714791,0.1615,-0.7739,3.5839,3.670
1.715631,0.1615,-0.7739,3.5839,3.670
1.727502,0.0840,-0.6584,3.7770,3.835
1.757032,-0.0195,0.1743,3.5166,3.521
1.783534,0.0238,-0.1244,1.5597,1.565
1.801403,-0.0016,-0.5806,1.4399,1.553
1.817290,-0.3996,-1.4500,3.0426,3.394
1.834699,-0.1360,-1.8432,4.7574,5.104
1.851362,0.1496,-1.5273,4.4692,4.725
1.874146,-0.3627,-1.5865,1.7344,2.378
1.890277,-0.8520,-1.6080,0.2197,1.833
1.909901,-0.6394,-1.4427,-1.1273,1.939
1.930311,-0.6441,-1.2172,-2.1094,2.519
1.958041,-0.2680,-1.0852,-2.7318,2.952
2.005478,-0.2986,-1.0357,-1.8838,2.170
2.006856,-0.2986,-1.0357,-1.8838,2.170
2.019805,-0.1883,-0.8903,-2.3938,2.561
2.033691,-0.1656,-0.8154,-3.1373,3.246
2.070864,-0.0261,-0.5931,-3.2516,3.305
2.092822,-0.1277,-0.0990,-2.9418,2.946
2.093458,-0.1277,-0.0990,-2.9418,2.946
2.113269,-0.3126,0.5797,-2.1580,2.256
2.133377,0.0457,0.9503,-0.7079,1.186
2.171457,0.0929,1.2937,1.5503,2.021
2.194373,0.2456,1.0041,3.1067,3.274
2.194668,0.2456,1.0041,3.1067,3.274
2.215075,0.1478,0.6506,3.8729,3.930
2.235678,0.0941,-0.2056,4.4045,4.410
2.272777,0.2056,-1.2422,5.2498,5.399
2.303828,1.2109,0.1461,1.0542,1.612
2.304411,1.2109,0.1461,1.0542,1.612
2.316781,1.6546,0.3689,-0.3515,1.731
2.337174,1.2678,0.3195,-1.7823,2.210
2.368841,0.9661,-0.9125,1.2214,1.805
2.400640,1.4836,-0.6900,1.7001,2.359
2.401591,1.6538,-0.3495,1.5797,2.314
2.418235,1.0794,-0.6958,0.1285,1.291
2.438596,1.2518,-0.5099,-1.5250,2.038
2.470211,1.3106,-0.0994,-3.2439,3.500
2.500283,1.2209,-0.0923,-3.4175,3.630
2.500953,1.2209,-0.0923,-3.4175,3.630
2.519852,0.7856,-0.0954,-2.4637,2.588
2.540346,0.6576,0.1160,-1.5051,1.647
2.569250,0.3272,0.1863,-0.5897,0.700
2.602754,0.2206,-0.3775,-0.7963,0.908
2.603402,0.2206,-0.3775,-0.7963,0.908
2.621729,-0.0793,-0.2502,-1.2659,1.293
2.642239,-0.3630,-0.0570,-1.7889,1.826
2.668954,0.2113,0.2598,-1.0870,1.137
2.699661,0.2510,0.2183,0.7633,0.833
2.714255,-0.0798,-0.0689,1.4171,1.421
2.730970,-0.2156,-0.2253,2.0421,2.066
2.747013,-0.3589,-0.6697,2.5290,2.641
2.763838,-0.6724,-0.7605,2.6123,2.803
2.784839,-0.2088,0.1576,2.5650,2.578
2.804721,0.1384,0.3590,2.1841,2.218
2.826642,-0.5787,-0.4755,2.3601,2.476
2.851550,-0.7111,-1.3505,3.4797,3.800
2.874539,-2.9053,-2.8905,2.9722,5.063
2.903347,-1.3086,-1.8923,0.4179,2.338
2.912063,-0.5982,-1.2457,-0.7447,1.570
2.935566,-0.3993,-0.4799,-2.2964,2.380
2.957663,0.5217,0.3797,-4.0470,4.098
